_3eme_filles;qp_a_proximite_o_n;nb_candidats_g;taux_de_reussite_g;nb_mentions_tb_g;taux_d_acces_6eme_3eme
211;Hors QP         ;352;59.0;13;94.0
123;Dans QP         ;230;67.0;9;95.0
123;Dans QP         ;290;65.0;8;94.0
137;Hors QP         ;178;93.0;21;94.0
137;Hors QP         ;174;90.0;12;94.0
189;Hors QP         ;325;68.0;10;89.0
189;Hors QP         ;304;64.0;31;95.0
31;Dans QP+200m    ;63;70.0;12;90.0
31;Dans QP+200m    ;57;86.0;10;92.0
34;Dans QP+200-300m;83;76.0;10;84.0
34;Dans QP+200-300m;77;75.0;10;89.0
29;Dans QP+200m    ;53;75.0;6;89.0
29;Dans QP+200m    ;53;75.0;1;90.0
72;Dans QP+200m    ;139;75.0;28;85.0
72;Dans QP+200m    ;127;82.0;35;95.0
56;Dans QP         ;83;87.0;13;86.0
56;Dans QP         ;116;89.0;27;89.0
64;Dans QP+200m    ;112;77.0;16;93.0
64;Dans QP+200m    ;107;86.0;24;91.0
49;Dans QP         ;64;80.0;11;82.0
49;Dans QP         ;60;93.0;12;88.0
44;Dans QP+200m    ;68;85.0;20;91.0
44;Dans QP+200m    ;71;93.0;10;93.0
36;Dans QP+200m    ;49;86.0;11;93.0
36;Dans QP+200m    ;50;76.0;3;89.0
27;Dans QP+200m    ;57;74.0;11;94.0
27;Dans QP+200m    ;41;85.0;8;93.0
57;Dans QP+200m    ;98;80.0;16;81.0
57;Dans QP+200m    ;103;68.0;4;87.0
40;Hors QP         ;76;82.0;10;91.0
40;Hors QP         ;68;91.0;14;91.0
62;Dans QP+200m    ;95;86.0;16;86.0
62;Dans QP+200m    ;115;95.0;17;89.0
36;Dans QP         ;62;90.0;26;91.0
36;Dans QP         ;84;92.0;25;93.0
41;Dans QP         ;91;95.0;13;92.0
41;Dans QP         ;84;93.0;22;84.0
35;Hors QP         ;83;89.0;21;94.0
35;Hors QP         ;78;83.0;17;98.0
35;Hors QP         ;50;94.0;19;84.0
35;Hors QP         ;40;75.0;6;91.0
83;Dans QP+200-300m;138;80.0;22;92.0
83;Dans QP+200-300m;142;86.0;43;96.0
69;Dans QP+200-300m;115;83.0;40;92.0
69;Dans QP+200-300m;134;90.0;48;94.0
54;Dans QP+200m    ;92;74.0;16;90.0
54;Dans QP+200m    ;115;81.0;11;93.0
64;Dans QP         ;105;80.0;19;89.0
64;Dans QP         ;105;69.0;10;96.0
102;Hors QP         ;148;86.0;34;97.0
102;Hors QP         ;192;79.0;42;96.0
66;Hors QP         ;95;69.0;18;89.0
66;Hors QP         ;90;74.0;17;90.0
80;Dans QP+200m    ;115;87.0;38;92.0
80;Dans QP+200m    ;130;85.0;46;87.0
35;Hors QP         ;43;84.0;14;90.0
35;Hors QP         ;53;96.0;11;90.0
24;Hors QP         ;41;88.0;1;86.0
24;Hors QP         ;35;97.0;12;95.0
64;Dans QP+200-300m;117;82.0;19;93.0
64;Dans QP+200-300m;113;82.0;14;82.0
45;Hors QP         ;57;84.0;9;89.0
45;Hors QP         ;60;87.0;10;77.0
88;Dans QP+200m    ;149;81.0;37;94.0
88;Dans QP+200m    ;155;85.0;44;83.0
76;Dans QP         ;129;79.0;29;93.0
76;Dans QP         ;128;88.0;45;84.0
68;Dans QP+200m    ;111;86.0;21;86.0
68;Dans QP+200m    ;127;76.0;15;86.0
69;Dans QP+200m    ;122;88.0;37;88.0
69;Dans QP+200m    ;111;78.0;22;89.0
69;Dans QP+200m    ;119;80.0;17;92.0
69;Dans QP+200m    ;106;81.0;14;90.0
49;Dans QP         ;85;78.0;6;84.0
49;Dans QP         ;66;79.0;8;82.0
68;Hors QP         ;118;70.0;19;85.0
68;Hors QP         ;111;60.0;5;89.0
52;Hors QP         ;122;65.0;12;83.0
52;Hors QP         ;111;64.0;16;86.0
61;Dans QP+200m    ;114;81.0;26;79.0
61;Dans QP+200m    ;112;82.0;26;86.0
78;Hors QP         ;164;73.0;27;97.0
78;Hors QP         ;189;81.0;36;91.0
41;Dans QP+200m    ;105;94.0;39;95.0
41;Dans QP+200m    ;90;91.0;28;97.0
67;Dans QP+200m    ;121;74.0;29;90.0
67;Dans QP+200m    ;108;69.0;23;85.0
92;Dans QP+200m    ;137;78.0;24;91.0
92;Dans QP+200m    ;135;78.0;28;91.0
112;Dans QP+200m    ;173;86.0;36;91.0
112;Dans QP+200m    ;175;79.0;28;82.0
56;Dans QP+200m    ;100;97.0;33;91.0
56;Dans QP+200m    ;121;94.0;53;91.0
95;Hors QP         ;143;81.0;18;84.0
95;Hors QP         ;132;76.0;20;89.0
56;Dans QP+200m    ;102;99.0;41;92.0
56;Dans QP+200m    ;91;88.0;26;90.0
60;Dans QP+200m    ;140;92.0;48;91.0
60;Dans QP+200m    ;136;82.0;36;94.0
50;Dans QP+200-300m;81;81.0;6;85.0
50;Dans QP+200-300m;92;83.0;17;84.0
90;Dans QP+200m    ;167;77.0;28;87.0
90;Dans QP+200m    ;192;84.0;47;81.0
48;Hors QP         ;84;70.0;9;87.0
48;Hors QP         ;78;79.0;12;89.0
30;Hors QP         ;51;90.0;20;87.0
30;Hors QP         ;77;90.0;19;88.0
55;Dans QP+200m    ;82;78.0;20;85.0
55;Dans QP+200m    ;82;74.0;20;74.0
61;Dans QP         ;105;86.0;21;89.0
61;Dans QP         ;101;79.0;20;82.0
50;Dans QP+200m    ;83;77.0;27;86.0
50;Dans QP+200m    ;101;70.0;18;81.0
27;Dans QP         ;42;71.0;3;82.0
27;Dans QP         ;46;87.0;5;76.0
56;Dans QP+200m    ;90;61.0;9;82.0
56;Dans QP+200m    ;77;82.0;12;82.0
59;Dans QP+200m    ;78;81.0;23;88.0
59;Dans QP+200m    ;98;87.0;33;86.0
61;Dans QP         ;100;89.0;32;88.0
61;Dans QP         ;112;76.0;19;92.0
44;Dans QP         ;71;72.0;5;80.0
44;Dans QP         ;89;67.0;7;73.0
45;Dans QP+200m    ;77;84.0;15;93.0
45;Dans QP+200m    ;68;91.0;17;87.0
79;Hors QP         ;120;87.0;20;94.0
79;Hors QP         ;109;93.0;26;88.0
75;Hors QP         ;142;84.0;39;88.0
75;Hors QP         ;133;80.0;26;90.0
71;Dans QP+200m    ;80;86.0;7;87.0
71;Dans QP+200m    ;87;83.0;4;89.0
62;Dans QP         ;82;87.0;10;89.0
62;Dans QP         ;102;89.0;6;86.0
83;Dans QP+200m    ;117;86.0;10;89.0
83;Dans QP+200m    ;128;79.0;13;90.0
70;Hors QP         ;130;72.0;18;90.0
70;Hors QP         ;117;85.0;19;88.0
45;Dans QP         ;84;77.0;7;90.0
45;Dans QP         ;82;83.0;12;89.0
56;Dans QP+200-300m;100;97.0;42;94.0
56;Dans QP+200-300m;111;93.0;45;91.0
62;Dans QP+200-300m;110;83.0;17;94.0
62;Dans QP+200-300m;113;90.0;20;96.0
87;Hors QP         ;160;78.0;13;95.0
87;Hors QP         ;163;76.0;23;95.0
134;Hors QP         ;176;86.0;45;92.0
134;Hors QP         ;123;90.0;17;92.0
31;Hors QP         ;67;97.0;14;99.0
31;Hors QP         ;62;97.0;12;99.0
80;Dans QP+200m    ;155;86.0;16;90.0
80;Dans QP+200m    ;165;97.0;40;95.0
100;Hors QP         ;168;88.0;12;88.0
100;Hors QP         ;159;84.0;13;86.0
64;Dans QP+200m    ;104;92.0;14;89.0
64;Dans QP+200m    ;96;91.0;14;92.0
60;Dans QP+200m    ;97;89.0;25;83.0
60;Dans QP+200m    ;100;84.0;19;87.0
62;Dans QP         ;101;88.0;9;84.0
62;Dans QP         ;106;80.0;4;80.0
85;Dans QP         ;143;75.0;19;78.0
85;Dans QP         ;128;71.0;9;86.0
45;Dans QP+200m    ;87;63.0;11;83.0
45;Dans QP+200m    ;113;84.0;20;85.0
13;Hors QP         ;37;89.0;12;97.0
27;Dans QP         ;35;91.0;16;88.0
27;Dans QP         ;33;100.0;14;85.0
46;Dans QP+200m    ;94;80.0;18;91.0
46;Dans QP+200m    ;82;90.0;21;95.0
48;Dans QP+200m    ;88;69.0;8;91.0
48;Dans QP+200m    ;90;73.0;12;94.0
97;Hors QP         ;149;82.0;26;91.0
97;Hors QP         ;134;76.0;31;89.0
103;Hors QP         ;207;71.0;23;93.0
103;Hors QP         ;217;82.0;25;90.0
48;Dans QP+200m    ;92;87.0;21;91.0
48;Dans QP+200m    ;97;81.0;26;91.0
74;Dans QP+200m    ;148;82.0;30;84.0
74;Dans QP+200m    ;142;80.0;34;87.0
73;Dans QP+200m    ;108;69.0;16;86.0
73;Dans QP+200m    ;113;74.0;20;90.0
88;Hors QP         ;143;81.0;36;89.0
88;Hors QP         ;149;87.0;24;89.0
93;Dans QP+200m    ;147;79.0;20;92.0
93;Dans QP+200m    ;153;75.0;14;91.0
66;Dans QP+200-300m;151;82.0;32;92.0
66;Dans QP+200-300m;114;94.0;37;90.0
47;Hors QP         ;64;83.0;20;84.0
47;Hors QP         ;64;84.0;12;84.0
97;Dans QP+200-300m;186;82.0;55;91.0
97;Dans QP+200-300m;193;84.0;60;87.0
59;Dans QP+200m    ;112;76.0;28;92.0
59;Dans QP+200m    ;103;86.0;28;80.0
66;Dans QP+200m    ;109;88.0;27;91.0
66;Dans QP+200m    ;133;92.0;34;93.0
67;Dans QP+200m    ;94;82.0;14;87.0
67;Dans QP+200m    ;137;80.0;22;91.0
83;Dans QP+200m    ;165;67.0;17;94.0
83;Dans QP+200m    ;158;84.0;20;94.0
53;Dans QP+200m    ;102;79.0;20;89.0
53;Dans QP+200m    ;87;87.0;3;87.0
28;Hors QP         ;56;91.0;6;94.0
28;Hors QP         ;64;89.0;16;90.0
89;Dans QP+200m    ;141;84.0;16;86.0
89;Dans QP+200m    ;162;78.0;21;89.0
110;Dans QP+200-300m;178;89.0;35;91.0
110;Dans QP+200-300m;178;78.0;40;94.0
53;Dans QP+200m    ;100;77.0;20;87.0
53;Dans QP+200m    ;80;72.0;15;84.0
87;Dans QP+200m    ;140;70.0;13;87.0
87;Dans QP+200m    ;135;76.0;17;91.0
80;Dans QP+200m    ;153;78.0;32;93.0
80;Dans QP+200m    ;159;88.0;48;95.0
71;Dans QP         ;124;81.0;31;91.0
71;Dans QP         ;121;88.0;23;98.0
52;Dans QP+200m    ;103;75.0;27;91.0
52;Dans QP+200m    ;89;72.0;15;93.0
49;Dans QP+200m    ;77;70.0;5;90.0
49;Dans QP+200m    ;76;79.0;15;89.0
54;Dans QP         ;126;80.0;27;85.0
54;Dans QP         ;119;79.0;20;89.0
57;Dans QP+200m    ;118;87.0;23;90.0
57;Dans QP+200m    ;108;91.0;24;91.0
58;Hors QP         ;77;78.0;14;89.0
58;Hors QP         ;74;62.0;12;83.0
43;Dans QP         ;70;74.0;10;87.0
43;Dans QP         ;62;76.0;10;83.0
50;Dans QP+200m    ;72;92.0;23;88.0
50;Dans QP+200m    ;92;84.0;25;86.0
56;Dans QP+200m    ;96;73.0;14;96.0
56;Dans QP+200m    ;90;78.0;28;94.0
62;Hors QP         ;107;92.0;9;95.0
62;Hors QP         ;114;79.0;17;90.0
106;Dans QP+200m    ;195;85.0;55;96.0
106;Dans QP+200m    ;183;85.0;41;92.0
51;Dans QP+200-300m;77;73.0;18;84.0
51;Dans QP+200-300m;77;87.0;27;84.0
35;Dans QP+200m    ;60;73.0;10;93.0
35;Dans QP+200m    ;59;86.0;4;85.0
54;Dans QP+200m    ;116;78.0;15;91.0
54;Dans QP+200m    ;104;70.0;15;91.0
45;Dans QP+200m    ;89;91.0;17;96.0
45;Dans QP+200m    ;85;87.0;15;95.0
45;Hors QP         ;106;73.0;15;92.0
45;Hors QP         ;107;78.0;17;88.0
49;Dans QP+200m    ;94;85.0;20;93.0
49;Dans QP+200m    ;104;80.0;21;93.0
82;Dans QP         ;131;87.0;23;85.0
82;Dans QP         ;128;89.0;12;83.0
84;Dans QP+200m    ;121;87.0;16;91.0
84;Dans QP+200m    ;133;86.0;27;89.0
89;Dans QP+200-300m;158;68.0;21;81.0
89;Dans QP+200-300m;167;81.0;18;86.0
55;Dans QP+200m    ;76;83.0;15;89.0
55;Dans QP+200m    ;76;95.0;20;89.0
58;Dans QP+200m    ;113;96.0;72;98.0
58;Dans QP+200m    ;92;92.0;41;95.0
57;Hors QP         ;107;79.0;24;92.0
57;Hors QP         ;108;83.0;40;93.0
58;Hors QP         ;101;76.0;21;96.0
58;Hors QP         ;100;71.0;13;94.0
28;Dans QP+200-300m;71;82.0;14;85.0
28;Dans QP+200-300m;65;77.0;13;71.0
46;Dans QP+200m    ;52;81.0;14;83.0
46;Dans QP+200m    ;68;74.0;21;76.0
44;Dans QP+200m    ;51;75.0;13;88.0
44;Dans QP+200m    ;45;87.0;14;86.0
45;Dans QP+200-300m;95;95.0;35;89.0
45;Dans QP+200-300m;90;77.0;20;88.0
24;Dans QP         ;35;83.0;8;85.0
26;Dans QP+200m    ;50;88.0;7;97.0
26;Dans QP+200m    ;50;74.0;10;91.0
99;Hors QP         ;176;84.0;25;94.0
99;Hors QP         ;187;83.0;37;92.0
22;Hors QP         ;43;81.0;11;93.0
22;Hors QP         ;44;95.0;10;93.0
59;Hors QP         ;103;87.0;32;95.0
59;Hors QP         ;106;87.0;25;95.0
48;Dans QP         ;75;83.0;15;94.0
48;Dans QP         ;88;89.0;21;85.0
43;Dans QP+200m    ;40;88.0;14;86.0
43;Dans QP+200m    ;61;69.0;14;85.0
39;Dans QP         ;64;69.0;12;86.0
39;Dans QP         ;58;69.0;7;90.0
37;Hors QP         ;57;89.0;9;94.0
37;Hors QP         ;70;83.0;9;95.0
97;Dans QP+200m    ;156;88.0;43;86.0
97;Dans QP+200m    ;208;83.0;49;88.0
52;Dans QP+200m    ;83;80.0;12;92.0
52;Dans QP+200m    ;86;81.0;24;89.0
85;Hors QP         ;123;89.0;32;92.0
85;Hors QP         ;127;98.0;40;91.0
111;Dans QP+200m    ;175;77.0;30;92.0
111;Dans QP+200m    ;173;90.0;42;92.0
99;Dans QP+200m    ;146;84.0;19;85.0
99;Dans QP+200m    ;146;79.0;20;82.0
68;Dans QP         ;106;90.0;15;79.0
68;Dans QP         ;124;88.0;12;83.0
81;Dans QP+200m    ;137;91.0;57;81.0
81;Dans QP+200m    ;133;98.0;57;56.0
59;Dans QP         ;87;84.0;18;90.0
59;Dans QP         ;83;87.0;11;87.0
81;Dans QP         ;132;80.0;16;89.0
81;Dans QP         ;121;89.0;23;83.0
95;Dans QP+200m    ;148;61.0;8;89.0
95;Dans QP+200m    ;122;77.0;11;88.0
25;Hors QP         ;55;96.0;8;86.0
25;Hors QP         ;47;89.0;12;96.0
31;Dans QP+200m    ;62;69.0;2;88.0
31;Dans QP+200m    ;62;82.0;3;85.0
85;Dans QP         ;130;87.0;6;89.0
85;Dans QP         ;118;93.0;11;91.0
38;Dans QP         ;65;91.0;5;83.0
38;Dans QP         ;57;89.0;5;93.0
42;Hors QP         ;75;89.0;11;86.0
42;Hors QP         ;59;90.0;13;91.0
100;Hors QP         ;192;62.0;13;89.0
100;Hors QP         ;166;69.0;4;92.0
120;Dans QP         ;166;89.0;26;90.0
120;Dans QP         ;158;79.0;12;83.0
22;Hors QP         ;32;91.0;0;93.0
84;Hors QP         ;160;82.0;18;85.0
84;Hors QP         ;131;79.0;13;86.0
170;Dans QP         ;211;66.0;1;86.0
170;Dans QP         ;227;79.0;7;88.0
43;Hors QP         ;70;90.0;24;88.0
43;Hors QP         ;46;91.0;11;93.0
58;Dans QP         ;86;69.0;4;86.0
58;Dans QP         ;80;74.0;10;88.0
31;Hors QP         ;45;84.0;7;96.0
31;Hors QP         ;60;85.0;15;93.0
64;Dans QP+200m    ;154;84.0;24;88.0
64;Dans QP+200m    ;127;84.0;29;87.0
53;Dans QP+200m    ;68;90.0;8;88.0
53;Dans QP+200m    ;82;74.0;10;85.0
85;Dans QP+200m    ;159;70.0;15;88.0
85;Dans QP+200m    ;151;69.0;10;91.0
119;Dans QP+200m    ;161;78.0;28;92.0
119;Dans QP+200m    ;217;69.0;30;91.0
77;Hors QP         ;155;82.0;26;87.0
77;Hors QP         ;143;80.0;15;91.0
64;Dans QP+200m    ;117;79.0;9;91.0
64;Dans QP+200m    ;102;76.0;14;92.0
65;Dans QP+200m    ;155;86.0;28;92.0
65;Dans QP+200m    ;123;85.0;25;92.0
63;Dans QP         ;109;80.0;16;82.0
63;Dans QP         ;107;84.0;15;86.0
37;Hors QP         ;78;72.0;15;95.0
37;Hors QP         ;76;78.0;27;97.0
67;Dans QP+200-300m;124;77.0;14;91.0
67;Dans QP+200-300m;113;71.0;6;88.0
68;Hors QP         ;109;85.0;22;92.0
68;Hors QP         ;108;94.0;30;92.0
55;Hors QP         ;91;92.0;14;94.0
55;Hors QP         ;89;89.0;13;93.0
76;Hors QP         ;104;76.0;25;83.0
76;Hors QP         ;131;78.0;24;83.0
23;Hors QP         ;54;83.0;10;90.0
23;Hors QP         ;58;74.0;9;86.0
52;Dans QP+200-300m;94;84.0;4;86.0
52;Dans QP+200-300m;98;90.0;14;92.0
46;Dans QP+200m    ;77;97.0;17;86.0
46;Dans QP+200m    ;83;84.0;20;89.0
93;Dans QP+200m    ;169;96.0;52;88.0
93;Dans QP+200m    ;169;98.0;64;94.0
40;Dans QP+200m    ;68;88.0;6;92.0
40;Dans QP+200m    ;65;78.0;4;81.0
72;Dans QP+200-300m;123;72.0;11;94.0
72;Dans QP+200-300m;124;71.0;6;91.0
38;Hors QP         ;79;73.0;7;84.0
38;Hors QP         ;67;75.0;8;82.0
35;Hors QP         ;67;88.0;13;87.0
35;Hors QP         ;65;82.0;14;91.0
25;Dans QP+200m    ;49;63.0;5;85.0
25;Dans QP+200m    ;57;54.0;4;87.0
64;Hors QP         ;99;79.0;10;94.0
64;Hors QP         ;115;73.0;20;91.0
43;Hors QP         ;96;71.0;9;93.0
43;Hors QP         ;91;82.0;20;90.0
30;Hors QP         ;62;95.0;20;85.0
30;Hors QP         ;55;85.0;22;89.0
75;Hors QP         ;126;74.0;21;92.0
75;Hors QP         ;135;86.0;25;95.0
65;Hors QP         ;103;81.0;13;80.0
65;Hors QP         ;105;81.0;21;74.0
41;Hors QP         ;76;76.0;5;83.0
41;Hors QP         ;73;93.0;21;81.0
37;Dans QP+200m    ;74;74.0;7;91.0
37;Dans QP+200m    ;63;84.0;3;89.0
55;Dans QP         ;73;82.0;8;91.0
55;Dans QP         ;80;74.0;13;86.0
50;Dans QP         ;82;96.0;16;97.0
50;Dans QP         ;85;86.0;19;94.0
58;Dans QP         ;96;94.0;21;93.0
58;Dans QP         ;99;88.0;16;89.0
85;Dans QP+200-300m;140;81.0;43;93.0
85;Dans QP+200-300m;138;90.0;47;94.0
57;Dans QP+200m    ;93;86.0;19;91.0
57;Dans QP+200m    ;109;76.0;19;93.0
73;Dans QP+200m    ;95;91.0;26;96.0
73;Dans QP+200m    ;89;92.0;22;96.0
63;Dans QP+200m    ;82;79.0;4;91.0
63;Dans QP+200m    ;100;87.0;19;88.0
76;Dans QP+200m    ;123;85.0;21;89.0
76;Dans QP+200m    ;142;86.0;22;93.0
75;Dans QP+200m    ;169;91.0;24;92.0
75;Dans QP+200m    ;181;85.0;20;90.0
80;Dans QP         ;161;81.0;28;90.0
80;Dans QP         ;154;84.0;31;95.0
75;Dans QP         ;156;76.0;15;93.0
75;Dans QP         ;140;71.0;20;90.0
96;Dans QP+200m    ;169;88.0;28;93.0
96;Dans QP+200m    ;175;91.0;41;94.0
59;Dans QP         ;117;85.0;23;95.0
59;Dans QP         ;109;81.0;23;95.0
93;Dans QP         ;187;82.0;22;92.0
93;Dans QP         ;169;79.0;22;90.0
99;Dans QP+200-300m;173;87.0;43;92.0
99;Dans QP+200-300m;180;78.0;37;90.0
68;Dans QP+200m    ;158;87.0;20;90.0
68;Dans QP+200m    ;127;94.0;33;91.0
45;Dans QP+200-300m;96;90.0;8;95.0
45;Dans QP+200-300m;74;91.0;18;92.0
53;Dans QP+200-300m;155;85.0;32;90.0
53;Dans QP+200-300m;111;88.0;29;89.0
57;Dans QP         ;105;86.0;19;88.0
57;Dans QP         ;132;76.0;19;85.0
104;Dans QP+200m    ;147;86.0;18;90.0
104;Dans QP+200m    ;183;92.0;45;91.0
72;Dans QP+200m    ;123;79.0;27;96.0
72;Dans QP+200m    ;132;86.0;33;92.0
71;Dans QP+200m    ;110;87.0;19;89.0
71;Dans QP+200m    ;133;77.0;21;92.0
75;Dans QP+200m    ;155;84.0;26;92.0
75;Dans QP+200m    ;154;87.0;32;89.0
89;Dans QP+200m    ;155;65.0;17;87.0
89;Dans QP+200m    ;152;74.0;10;89.0
101;Dans QP         ;166;90.0;30;91.0
101;Dans QP         ;138;79.0;13;98.0
70;Dans QP+200m    ;127;77.0;12;89.0
70;Dans QP+200m    ;163;83.0;24;92.0
66;Hors QP         ;126;85.0;25;92.0
66;Hors QP         ;111;86.0;34;91.0
92;Hors QP         ;141;88.0;23;93.0
92;Hors QP         ;185;89.0;35;93.0
48;Dans QP+200-300m;93;84.0;16;90.0
48;Dans QP+200-300m;87;82.0;15;90.0
67;Hors QP         ;116;94.0;27;95.0
67;Hors QP         ;160;77.0;18;94.0
49;Dans QP+200-300m;100;85.0;13;95.0
49;Dans QP+200-300m;86;77.0;6;85.0
39;Hors QP         ;95;74.0;6;91.0
39;Hors QP         ;75;83.0;13;90.0
67;Dans QP         ;130;83.0;17;93.0
67;Dans QP         ;83;89.0;21;90.0
75;Dans QP+200-300m;151;89.0;29;95.0
75;Dans QP+200-300m;170;77.0;41;90.0
44;Dans QP+200-300m;97;85.0;21;91.0
44;Dans QP+200-300m;99;92.0;18;90.0
38;Dans QP+200m    ;113;83.0;50;94.0
38;Dans QP+200m    ;96;85.0;33;96.0
87;Dans QP+200-300m;127;87.0;48;82.0
87;Dans QP+200-300m;127;90.0;48;86.0
60;Dans QP+200m    ;113;67.0;14;84.0
60;Dans QP+200m    ;118;76.0;23;86.0
48;Dans QP+200m    ;82;85.0;21;80.0
48;Dans QP+200m    ;86;79.0;11;81.0
43;Hors QP         ;83;77.0;12;95.0
43;Hors QP         ;91;78.0;20;90.0
59;Hors QP         ;88;92.0;52;89.0
59;Hors QP         ;78;78.0;20;84.0
48;Dans QP+200m    ;98;81.0;19;94.0
48;Dans QP+200m    ;105;82.0;23;87.0
54;Dans QP+200m    ;117;85.0;37;94.0
54;Dans QP+200m    ;111;86.0;40;94.0
51;Dans QP+200m    ;105;85.0;20;84.0
51;Dans QP+200m    ;134;78.0;18;88.0
43;Dans QP         ;80;79.0;18;85.0
43;Dans QP         ;79;82.0;15;86.0
88;Dans QP+200m    ;155;90.0;22;95.0
88;Dans QP+200m    ;155;81.0;11;96.0
86;Dans QP+200m    ;134;88.0;25;91.0
86;Dans QP+200m    ;152;78.0;9;91.0
80;Dans QP+200m    ;122;84.0;13;91.0
80;Dans QP+200m    ;114;81.0;9;87.0
91;Dans QP+200-300m;166;87.0;28;96.0
91;Dans QP+200-300m;150;92.0;27;90.0
55;Dans QP+200m    ;110;91.0;23;84.0
55;Dans QP+200m    ;112;93.0;16;91.0
90;Dans QP+200m    ;147;85.0;16;90.0
90;Dans QP+200m    ;156;81.0;13;92.0
52;Dans QP+200m    ;129;87.0;36;88.0
52;Dans QP+200m    ;110;90.0;31;83.0
50;Dans QP+200-300m;92;95.0;21;92.0
50;Dans QP+200-300m;88;91.0;12;93.0
42;Dans QP+200m    ;78;87.0;11;85.0
42;Dans QP+200m    ;70;90.0;13;82.0
119;Dans QP+200m    ;235;88.0;43;93.0
119;Dans QP+200m    ;220;89.0;37;93.0
63;Dans QP+200m    ;98;93.0;15;93.0
63;Dans QP+200m    ;96;92.0;22;89.0
92;Dans QP+200m    ;170;91.0;27;92.0
92;Dans QP+200m    ;164;81.0;27;94.0
57;Dans QP         ;112;88.0;15;85.0
57;Dans QP         ;109;82.0;18;85.0
74;Dans QP+200m    ;118;75.0;9;87.0
74;Dans QP+200m    ;120;74.0;15;88.0
87;Dans QP+200-300m;114;82.0;21;95.0
87;Dans QP+200-300m;147;86.0;38;94.0
84;Dans QP+200m    ;140;85.0;21;91.0
84;Dans QP+200m    ;149;91.0;22;94.0
73;Dans QP+200-300m;153;90.0;25;83.0
73;Dans QP+200-300m;161;85.0;27;93.0
61;Dans QP+200m    ;157;80.0;35;92.0
61;Dans QP+200m    ;132;83.0;32;87.0
77;Dans QP+200m    ;134;91.0;46;94.0
77;Dans QP+200m    ;136;85.0;42;90.0
83;Dans QP+200m    ;119;71.0;13;91.0
83;Dans QP+200m    ;123;83.0;18;90.0
83;Dans QP+200-300m;164;80.0;15;93.0
83;Dans QP+200-300m;153;72.0;11;91.0
65;Hors QP         ;93;77.0;10;94.0
65;Hors QP         ;100;77.0;19;97.0
98;Hors QP         ;167;87.0;38;92.0
98;Hors QP         ;169;88.0;36;94.0
101;Dans QP         ;163;72.0;25;88.0
101;Dans QP         ;157;79.0;14;90.0
86;Dans QP+200m    ;140;81.0;25;86.0
86;Dans QP+200m    ;137;73.0;28;90.0
53;Dans QP         ;88;83.0;23;95.0
53;Dans QP         ;88;75.0;14;94.0
56;Hors QP         ;107;79.0;20;94.0
56;Hors QP         ;104;79.0;21;94.0
94;Dans QP+200m    ;159;82.0;33;92.0
94;Dans QP+200m    ;148;84.0;37;95.0
34;Hors QP         ;71;94.0;9;92.0
34;Hors QP         ;73;88.0;6;90.0
35;Hors QP         ;41;100.0;14;85.0
35;Hors QP         ;59;95.0;7;90.0
46;Hors QP         ;79;89.0;10;82.0
46;Hors QP         ;77;88.0;5;87.0
209;Hors QP         ;397;82.0;21;94.0
209;Hors QP         ;371;77.0;10;94.0
204;Hors QP         ;331;60.0;12;94.0
204;Hors QP         ;352;59.0;13;94.0
59;Dans QP+200-300m;95;82.0;22;90.0
59;Dans QP+200-300m;110;90.0;43;87.0
72;Dans QP+200m    ;98;83.0;20;84.0
72;Dans QP+200m    ;125;78.0;13;79.0
46;Dans QP+200m    ;116;78.0;15;91.0
46;Dans QP+200m    ;104;70.0;15;91.0
45;Dans QP+200m    ;89;91.0;17;96.0
45;Dans QP+200m    ;85;87.0;15;95.0
46;Hors QP         ;106;73.0;15;92.0
46;Hors QP         ;107;78.0;17;88.0
89;Dans QP+200m    ;139;78.0;27;88.0
89;Dans QP+200m    ;156;74.0;28;85.0
50;Dans QP         ;87;83.0;17;89.0
50;Dans QP         ;107;93.0;32;89.0
83;Dans QP+200-300m;91;74.0;18;85.0
83;Dans QP+200-300m;121;79.0;21;77.0
50;Dans QP+200m    ;141;77.0;34;91.0
50;Dans QP+200m    ;135;77.0;28;91.0
69;Dans QP+200m    ;121;87.0;16;91.0
69;Dans QP+200m    ;133;86.0;27;89.0
80;Dans QP+200-300m;158;68.0;21;81.0
80;Dans QP+200-300m;167;81.0;18;86.0
39;Dans QP         ;79;72.0;7;78.0
39;Dans QP         ;75;76.0;12;78.0
47;Hors QP         ;102;87.0;18;92.0
47;Hors QP         ;147;95.0;52;91.0
30;Hors QP         ;71;90.0;28;92.0
30;Hors QP         ;68;74.0;12;85.0
26;Dans QP         ;32;91.0;4;86.0
26;Dans QP         ;56;80.0;7;95.0
61;Dans QP+200m    ;113;96.0;72;98.0
61;Dans QP+200m    ;92;92.0;41;95.0
92;Hors QP         ;163;82.0;34;94.0
92;Hors QP         ;179;85.0;56;95.0
40;Dans QP+200m    ;58;90.0;19;92.0
40;Dans QP+200m    ;60;95.0;27;86.0
73;Dans QP+200m    ;84;94.0;16;88.0
73;Dans QP+200m    ;92;84.0;19;86.0
32;Dans QP         ;55;93.0;12;72.0
32;Dans QP         ;43;88.0;10;77.0
47;Hors QP         ;91;73.0;10;90.0
47;Hors QP         ;107;79.0;22;82.0
47;Dans QP+200-300m;95;95.0;35;89.0
47;Dans QP+200-300m;90;77.0;20;88.0
